phrase,is_ingredient
whipped cappuccino,0
dissolve espresso powder in hot water.,0
allow to cool to room temperature. (the  quickest way is to mix the ingredients in a small metal bowl and swirl.),0
"combine cooled espresso mixture, sweetened condensed milk and ice in a blender.",0
blend on high for one minute until no visible chunks of ice are left.,0
serve with a spoon and a straw.,0
makes 2 tall or 4 short drinks.,0
"







                            
                                submit a correction
                            
                        





",0
3  lbs  spinach,1
 salt,1
"1  cup  butter, divided",1
"1  medium  onion, chopped",1
"1⁄2 cup  scallion, chopped",1
"1⁄2 cup  dill, chopped",1
"1⁄2 cup  parsley, chopped",1
  salt and pepper,1
1⁄2 cup  evaporated milk,1
5  eggs,1
3⁄4 lb  phyllo pastry,1
" butter, melted, as needed",1
"1⁄2 lb  feta cheese, crumbled",1
spanakopita,0
wash spinach in plenty of water and cut in small pieces; place in bowl.,0
salt lightly; stir to spread salt evenly.,0
"take spinach, a handful at a time; squeeze out the excess water; place it in another bowl.",0
"saute the onion  in half the butter until it is a light, golden color.",0
add the scallions and cook until they wilt.,0
add spinach; stir until all vegetables take on a light  color.,0
"stir in the dill, parsley, salt and pepper.",0
cover the pot and cook until all the water from the spinach is absorbed.,0
"remove from the  heat; turn into a bowl, and immediately add the evaporated milk (to cool the spinach).",0
beat the eggs in another bowl and add the cheese to them; add to the cooled spinach; mix well.,0
"line a pan with 8 sheets of phyllo dough, brushing each sheet with the  melted butter before topping it with the next sheet. do not trim the  overhanging sections.",0
"pour in the spinach mixture, spreading it evenly over the phyllo.",0
fold the part of the phyllo that extends out of the back of the pan over the filling.,0
"lay the remaining phyllo on top, again brushing each sheet with melted butter before adding the next. trim the overlap.",0
brush additional melted butter on top of the pie.,0
score it into square or diamond-shaped serving pieces.,0
bake for 30 to 45 minutes in a preheated 300 degree fahrenheit oven.,0
let stand for 30 minutes before serving.,0
"note: this can also be made without precooking the spinach. in that case, squeeze the spinach free of as much water as possible, mix it with the seasonings, and proceed as above, baking it for 1 hour.",0
"







                            
                                submit a correction
                            
                        





",0
"1 1⁄2 lbs  pork sausage, cut into 1 inch pieces",1
"1 1⁄2 lbs  smoked ham, cut into 1 inch pieces",1
1  quart  boiling water,1
"2  large  yellow onions, peeled and sliced",1
"2  lbs  potatoes, peeled and sliced",1
"4  tablespoons  parsley, chopped",1
  salt and pepper,1
dublin coddle ii,0
place sausage and ham in boiling water and cook for 5 minutes.,0
"drain meat, but reserve the liquid.",0
"put meat into a large saucepan along  with the onions, potatoes and parsley.",0
"add enough of the reserved liquid  to almost, but not quite cover the contents of the saucepan.",0
"cover and  simmer gently for 1 hour, or until the liquid is reduced by half and all  the ingredients are cooked through but not soggy.",0
season with salt and  pepper.,0
"







                            
                                submit a correction
                            
                        





",0
2  salmon fillets,1
1⁄3 cup  maple syrup (real stuff),1
1⁄4 cup  soy sauce,1
 sesame seeds,1
maple salmon,0
marinate the 2 salmon fillets in mixture of 1/3 cup maple syrup and 1/4 cup of soy sauce for at least 2 hours in the refrigerator.,0
"remove from refrigerator,  spoon out marinade into a saucepan and reduce over medium-low heat until you're left with about half the original volume (about 10 minutes).",0
"broil the fillets in a lightly oiled pan for about four minutes, skin side up.",0
flip the fillets over and brush the flesh side liberally with the reduced marinade.,0
sprinkle  sesame seeds over top and broil for another 4 minutes or until the surface is  caramelized and the salmon is no longer translucent in the centre.,0
"







                            
                                submit a correction
                            
                        





",0
3  cups  all-purpose flour,1
2  cups  whole wheat flour,1
2  teaspoons  baking soda,1
1  tablespoon  baking powder,1
2  tablespoons  brown sugar,1
2 1⁄2 cups  buttermilk,1
irish dark soda bread,0
preheat oven to 400 degrees fahrenheit.,0
grease two loaf pans.,0
"sift all-purpose flour, whole wheat flour, baking soda and baking powder together into a large bowl.",0
"add brown sugar and stir well to incorporate, being very careful to break up any lumps of brown sugar.",0
add buttermilk and stir well.,0
divide the dough between the two prepared loaf pans.,0
bake for about 45 minutes or until brown and crunchy.,0
cool on wire racks.,0
"







                            
                                submit a correction
                            
                        





",0
1 (1 1/4 lb) package oreo cookies (or vanilla/chocolate creams),1
1  cup  confectioners' sugar,1
"1⁄2 cup  butter, melted",1
2  packages  instant vanilla pudding,1
1 (12  ounce) carton extra thick cool whip topping,1
2  cups  milk,1
2 (8  ounce) packages cream cheese,1
1  teaspoon  vanilla extract,1
fire ant mound,0
crush cookies in blender.,0
place layer on bottom of large bowl.,0
"combine butter,  cool whip, cream cheese and confectioners sugar.",0
place layer over cookie layer.,0
"combine pudding, milk and vanilla.",0
add layer over first mixture. alternate  layers of mixture while building dirt layer along sides of bowl.,0
"save sufficient  ""dirt"" for top layer.",0
chill for at least one hour.,0
"







                            
                                submit a correction
                            
                        





",0
6  salmon fillets (4 oz each),1
 canola oil,1
6  tablespoons  prepared horseradish,1
"2  cups  breadcrumbs, coarsely grated",1
"2  tablespoons  butter, unsalted unsoftened",1
"1  tablespoon  rosemary, fresh chopped",1
"3  tablespoons  tarragon, fresh chopped",1
"3  tablespoons  thyme, fresh",1
1⁄2 teaspoon  salt,1
1⁄4 teaspoon  black pepper,1
1⁄2 cup  white wine,1
sauce:1 1⁄2 tablespoons  prepared horseradish,1
1 1⁄2 tablespoons  honey,1
2  tablespoons  rice wine vinegar,1
"3  roma tomatoes, peeled and seeded",1
"1  tablespoon  tomato paste, canned",1
1  teaspoon  dijon mustard,1
"1⁄4 teaspoon  black peppercorns, whole",1
"1⁄4 teaspoon  tarragon, fresh",1
1⁄2 cup  extra virgin olive oil,1
seared salmon with horseradish tomato vinaigrette,0
season the salmon fillets with salt and pepper.,0
heat oil in a saute pan.,0
sear   salmon on both sides for 1 to 2 minutes until golden brown.,0
fish should still be raw in the center.,0
"combine the horseradish, bread crumbs, butter, rosemary,  tarragon, thyme. salt and pepper.",0
add the white wine and mix to paste.  spread  the top of the salmon with equal amounts of the bread crumbs.,0
place fillets on  an oiled sheet tray.,0
place tray in a preheated 375-degree oven.,0
bake for 5 to  7 minutes until the fish is cooked through and the crust is golden brown.,0
"serve with horseradish-tomato vinaigrette. (horseradish-tomato vinaigrette): combine horseradish, honey, vinegar, tomatoes, tomato paste,  dijon mustard, black peppercorns and tarragon in a blender.",0
blend until smooth.,0
while blender is running add oil in a thin steady stream  until well mixed and thick.,0
cover and leave at room temperature.  makes 9 oz.,0
"







                            
                                submit a correction
                            
                        





",0
1  onion,1
2  garlic cloves,1
1  tablespoon  oil,1
2  chicken breasts,1
1 (425  g) can apricots,1
2  tablespoons  malt vinegar,1
"1  teaspoon  ginger, ground",1
1  pinch  cayenne pepper,1
 salt,1
" black pepper, freshly ground",1
400  g  fettuccine,1
apricot chicken with pasta,0
peel onion and chop finely.,0
"crush, peel and chop garlic.",0
heat oil in a saucepan and saute onion and garlic for 5 minutes  or until onion is transparent.,0
cut chicken breasts into thin strips.,0
"add chicken strips to pan and stir fry 2 or 3 minutes, or until chicken is cooked.",0
"drain apricots, leaving about 2 tbsp of the juice.",0
puree apricots in a food processor or blender.,0
"add malt vinegar, ginger, cayenne pepper,  salt and pepper.",0
mix to combine; pour into the saucepan.,0
bring mixture to the boil.,0
"cook fettucine in boiling salted water for 8 to 10 minutes, or until  tender.",0
drain.,0
serve chicken over pasta.,0
"







                            
                                submit a correction
                            
                        





",0
2⁄3 cup  dried apricot,1
"1 1⁄3 cups  all-purpose flour, divided",1
"1⁄2 cup  butter or 1⁄2 cup  margarine, softened",1
1⁄4 cup  sugar,1
"1  cup  light brown sugar, packed",1
2  eggs,1
"1⁄2 cup  walnuts, chopped",1
1⁄2 teaspoon  baking powder,1
1⁄2 teaspoon  vanilla,1
1⁄4 teaspoon  salt,1
 confectioners' sugar,1
luscious apricot squares,0
"in covered small saucepan over low heat, in enough water to cover, cook apricots 15 minutes.",0
drain apricots; finely chop.,0
preheat oven to 350 degrees fahrenheit.,0
grease an 8 x 8 inch pan.,0
"into large bowl, measure 1 cup flour, butter or margarine and sugar.",0
"with mixer at medium speed, beat ingredients until well mixed and crumbly.",0
pat evenly into pan.,0
bake 25 minutes or until golden brown.,0
"meanwhile, in the same bowl, measure 1/3 cup flour, eggs, apricots, brown sugar, walnuts, baking powder, vanilla, and salt.",0
"beat at medium speed until well mixed, occasionally scraping bowl with a rubber spatula.",0
pour mixture over baked layer and return to oven.,0
bake 25 minutes longer until golden.,0
cool in pan.,0
cut into squares.,0
sprinkle with confectioner's sugar.,0
"







                            
                                submit a correction
                            
                        





",0
2  eggs,1
 milk (a little),1
6  tablespoons  flour,1
1  tablespoon  sugar,1
1⁄2 teaspoon  baking soda,1
1⁄2 teaspoon  cream of tartar,1
drop scones,0
whip eggs and milk together.,0
"add flour, sugar, baking soda, and cream of tartar.",0
grease a griddle or frying  pan.,0
drop on 1 tablespoon of the mixture.,0
brown.,0
"







                            
                                submit a correction
                            
                        





",0
1⁄3 cup  sugar,1
3  tablespoons  cornstarch,1
2  eggs,1
2  cups  low-fat milk,1
1  teaspoon  real vanilla extract,1
"1    poundcake or 1  package  ladyfinger, sliced",1
 raspberries or   strawberry jam or   jelly,1
1⁄3 cup  sherry wine or 1⁄3 cup  orange juice (i prefer the sherry),1
1⁄3 cup  raspberries (optional) or 1⁄3 cup  strawberry syrup (optional),1
1⁄4 dozen sliced toasted almond,1
 fresh raspberry,1
 strawberry,1
"1  cup  heavy cream, whipped",1
english trifle,0
"in batter bowl, combine sugar and cornstarch, then whisk in the eggs and milk.",0
"microwave on 2 minutes, then whisk well.",0
"microwave another 3-5 minutes, or until thickened.",0
stir in the vanilla.,0
"lay plastic wrap directly over the pudding (this keeps a ""skin"" from forming on the top) then set aside to stand 5-10 minutes.",0
"in the meantime, slice the cake into 1/2x1x3-inch ""fingers"" and make little jam sandwiches with the slices.",0
arrange the slices in a single layer in the bottom and sides of trifle dish or other deep bowl.,0
